Tag	VR	Name	
(0018,106C)	US	Synchronization Channel	
(0018,106E)	UL	Trigger Sample Position	
(0018,1070)	LO	Radiopharmaceutical Route	
(0018,1071)	DS	Radiopharmaceutical Volume	
(0018,1072)	TM	Radiopharmaceutical Start Time	
(0018,1073)	TM	Radiopharmaceutical Stop Time	
(0018,1074)	DS	Radionuclide Total Dose	
(0018,1075)	DS	Radionuclide Half Life	
(0018,1076)	DS	Radionuclide Positron Fraction	
(0018,1077)	DS	Radiopharmaceutical Specific Activity	
(0018,1078)	DT	Radiopharmaceutical Start DateTime	
(0018,1079)	DT	Radiopharmaceutical Stop DateTime	
(0018,1080)	CS	Beat Rejection Flag	
(0018,1081)	IS	Low R-R Value	
(0018,1082)	IS	High R-R Value	
(0018,1083)	IS	Intervals Acquired	
(0018,1084)	IS	Intervals Rejected	
(0018,1085)	LO	PVC Rejection	
(0018,1086)	IS	Skip Beats	
(0018,1088)	IS	Heart Rate	
(0018,1090)	IS	Cardiac Number of Images	
(0018,1094)	IS	Trigger Window	
(0018,1100)	DS	Reconstruction Diameter	
(0018,1110)	DS	Distance Source to Detector	
(0018,1111)	DS	Distance Source to Patient	
(0018,1114)	DS	Estimated Radiographic Magnification Factor	
(0018,1120)	DS	Gantry/Detector Tilt	
(0018,1121)	DS	Gantry/Detector Slew	
(0018,1130)	DS	Table Height	
(0018,1131)	DS	Table Traverse	
(0018,1134)	CS	Table Motion	
(0018,1135)	DS	Table Vertical Increment	
(0018,1136)	DS	Table Lateral Increment	
(0018,1137)	DS	Table Longitudinal Increment	
(0018,1138)	DS	Table Angle	
(0018,113A)	CS	Table Type	
(0018,1140)	CS	Rotation Direction	
(0018,1141)	DS	Angular Position	Retired
(0018,1142)	DS	Radial Position	
(0018,1143)	DS	Scan Arc	
(0018,1144)	DS	Angular Step	
(0018,1145)	DS	Center of Rotation Offset	
(0018,1146)	DS	Rotation Offset	Retired
(0018,1147)	CS	Field of View Shape	
(0018,1149)	IS	Field of View Dimension(s)	
(0018,1150)	IS	Exposure Time	
(0018,1151)	IS	X-Ray Tube Current	
(0018,1152)	IS	Exposure	
(0018,1153)	IS	Exposure in µAs	
(0018,1154)	DS	Average Pulse Width	
(0018,1155)	CS	Radiation Setting	
(0018,1156)	CS	Rectification Type	
(0018,115A)	CS	Radiation Mode	
(0018,115E)	DS	Image and Fluoroscopy Area Dose Product	
(0018,1160)	SH	Filter Type	
(0018,1161)	LO	Type of Filters	
(0018,1162)	DS	Intensifier Size	
(0018,1164)	DS	Imager Pixel Spacing	
(0018,1166)	CS	Grid	
(0018,1170)	IS	Generator Power	
(0018,1180)	SH	Collimator/grid Name	
(0018,1181)	CS	Collimator Type	
(0018,1182)	IS	Focal Distance	
(0018,1183)	DS	X Focus Center	
(0018,1184)	DS	Y Focus Center	
(0018,1190)	DS	Focal Spot(s)	
(0018,1191)	CS	Anode Target Material	
(0018,11A0)	DS	Body Part Thickness	
(0018,11A2)	DS	Compression Force	
(0018,11A4)	LO	Paddle Description	
(0018,1200)	DA	Date of Last Calibration	
(0018,1201)	TM	Time of Last Calibration	
(0018,1202)	DT	DateTime of Last Calibration	
(0018,1210)	SH	Convolution Kernel	
(0018,1240)	IS	Upper/Lower Pixel Values	Retired
(0018,1242)	IS	Actual Frame Duration	
(0018,1243)	IS	Count Rate	
(0018,1244)	US	Preferred Playback Sequencing	
(0018,1250)	SH	Receive Coil Name	
(0018,1251)	SH	Transmit Coil Name	
(0018,1260)	SH	Plate Type	
(0018,1261)	LO	Phosphor Type	
(0018,1271)	FD	Water Equivalent Diameter	
(0018,1272)	SQ	Water Equivalent Diameter Calculation Method Code Sequence	
(0018,1300)	DS	Scan Velocity	
(0018,1301)	CS	Whole Body Technique	
(0018,1302)	IS	Scan Length	
(0018,1310)	US	Acquisition Matrix	
(0018,1312)	CS	In-plane Phase Encoding Direction	
(0018,1314)	DS	Flip Angle	
(0018,1315)	CS	Variable Flip Angle Flag	
(0018,1316)	DS	SAR	
(0018,1318)	DS	dB/dt	
(0018,1320)	FL	B1rms	
(0018,1400)	LO	Acquisition Device Processing Description	
(0018,1401)	LO	Acquisition Device Processing Code	
(0018,1402)	CS	Cassette Orientation	
(0018,1403)	CS	Cassette Size	
(0018,1404)	US	Exposures on Plate	
(0018,1405)	IS	Relative X-Ray Exposure	
(0018,1411)	DS	Exposure Index	
(0018,1412)	DS	Target Exposure Index	
(0018,1413)	DS	Deviation Index	
(0018,1450)	DS	Column Angulation	
(0018,1460)	DS	Tomo Layer Height	
(0018,1470)	DS	Tomo Angle	
(0018,1480)	DS	Tomo Time	
(0018,1490)	CS	Tomo Type	
(0018,1491)	CS	Tomo Class	
(0018,1495)	IS	Number of Tomosynthesis Source Images	
(0018,1500)	CS	Positioner Motion	
(0018,1508)	CS	Positioner Type	
(0018,1510)	DS	Positioner Primary Angle	
(0018,1511)	DS	Positioner Secondary Angle	
(0018,1520)	DS	Positioner Primary Angle Increment	
(0018,1521)	DS	Positioner Secondary Angle Increment	
(0018,1530)	DS	Detector Primary Angle	
(0018,1531)	DS	Detector Secondary Angle	
(0018,1600)	CS	Shutter Shape	
(0018,1602)	IS	Shutter Left Vertical Edge	
(0018,1604)	IS	Shutter Right Vertical Edge	
(0018,1606)	IS	Shutter Upper Horizontal Edge	
(0018,1608)	IS	Shutter Lower Horizontal Edge	
(0018,1610)	IS	Center of Circular Shutter	
(0018,1612)	IS	Radius of Circular Shutter	
(0018,1620)	IS	Vertices of the Polygonal Shutter	
(0018,1622)	US	Shutter Presentation Value	
(0018,1623)	US	Shutter Overlay Group	
(0018,1624)	US	Shutter Presentation Color CIELab Value	
(0018,1700)	CS	Collimator Shape	
(0018,1702)	IS	Collimator Left Vertical Edge	
(0018,1704)	IS	Collimator Right Vertical Edge	
(0018,1706)	IS	Collimator Upper Horizontal Edge	
(0018,1708)	IS	Collimator Lower Horizontal Edge	
(0018,1710)	IS	Center of Circular Collimator	
(0018,1712)	IS	Radius of Circular Collimator	
(0018,1720)	IS	Vertices of the Polygonal Collimator	
(0018,1800)	CS	Acquisition Time Synchronized	
(0018,1801)	SH	Time Source	
(0018,1802)	CS	Time Distribution Protocol	
(0018,1803)	LO	NTP Source Address	
(0018,2001)	IS	Page Number Vector	
(0018,2002)	SH	Frame Label Vector	
(0018,2003)	DS	Frame Primary Angle Vector	
(0018,2004)	DS	Frame Secondary Angle Vector	
(0018,2005)	DS	Slice Location Vector	
(0018,2006)	SH	Display Window Label Vector	
(0018,2010)	DS	Nominal Scanned Pixel Spacing	
(0018,2020)	CS	Digitizing Device Transport Direction	
(0018,2030)	DS	Rotation of Scanned Film	
(0018,2041)	SQ	Biopsy Target Sequence	
(0018,2042)	UI	Target UID	
(0018,2043)	FL	Localizing Cursor Position	
(0018,2044)	FL	Calculated Target Position	
(0018,2045)	SH	Target Label	
(0018,2046)	FL	Displayed Z Value	
(0018,3100)	CS	IVUS Acquisition	
(0018,3101)	DS	IVUS Pullback Rate	
(0018,3102)	DS	IVUS Gated Rate	
(0018,3103)	IS	IVUS Pullback Start Frame Number	
(0018,3104)	IS	IVUS Pullback Stop Frame Number	
(0018,3105)	IS	Lesion Number	
(0018,4000)	LT	Acquisition Comments	Retired
(0018,5000)	SH	Output Power	
(0018,5010)	LO	Transducer Data	
(0018,5012)	DS	Focus Depth	
(0018,5020)	LO	Processing Function	
(0018,5021)	LO	Postprocessing Function	Retired
(0018,5022)	DS	Mechanical Index	
(0018,5024)	DS	Bone Thermal Index	
(0018,5026)	DS	Cranial Thermal Index	
(0018,5027)	DS	Soft Tissue Thermal Index	
(0018,5028)	DS	Soft Tissue-focus Thermal Index	
(0018,5029)	DS	Soft Tissue-surface Thermal Index	
(0018,5030)	DS	Dynamic Range	Retired
(0018,5040)	DS	Total Gain	Retired
(0018,5050)	IS	Depth of Scan Field	
(0018,5100)	CS	Patient Position	
(0018,5101)	CS	View Position	
(0018,5104)	SQ	Projection Eponymous Name Code Sequence	
(0018,5210)	DS	Image Transformation Matrix	Retired
(0018,5212)	DS	Image Translation Vector	Retired
(0018,6000)	DS	Sensitivity	
(0018,6011)	SQ	Sequence of Ultrasound Regions	
(0018,6012)	US	Region Spatial Format	
(0018,6014)	US	Region Data Type	
(0018,6016)	UL	Region Flags	
(0018,6018)	UL	Region Location Min X0	
(0018,601A)	UL	Region Location Min Y0	
(0018,601C)	UL	Region Location Max X1	
(0018,601E)	UL	Region Location Max Y1	
(0018,6020)	SL	Reference Pixel X0	
(0018,6022)	SL	Reference Pixel Y0	
(0018,6024)	US	Physical Units X Direction	
(0018,6026)	US	Physical Units Y Direction	
(0018,6028)	FD	Reference Pixel Physical Value X	
(0018,602A)	FD	Reference Pixel Physical Value Y	
(0018,602C)	FD	Physical Delta X	
(0018,602E)	FD	Physical Delta Y	
(0018,6030)	UL	Transducer Frequency	
(0018,6031)	CS	Transducer Type	
(0018,6032)	UL	Pulse Repetition Frequency	
(0018,6034)	FD	Doppler Correction Angle	
(0018,6036)	FD	Steering Angle	
(0018,6038)	UL	Doppler Sample Volume X Position (Retired)	Retired
(0018,6039)	SL	Doppler Sample Volume X Position	
(0018,603A)	UL	Doppler Sample Volume Y Position (Retired)	Retired
(0018,603B)	SL	Doppler Sample Volume Y Position	
(0018,603C)	UL	TM-Line Position X0 (Retired)	Retired
(0018,603D)	SL	TM-Line Position X0	
(0018,603E)	UL	TM-Line Position Y0 (Retired)	Retired
(0018,603F)	SL	TM-Line Position Y0	
(0018,6040)	UL	TM-Line Position X1 (Retired)	Retired
(0018,6041)	SL	TM-Line Position X1	
(0018,6042)	UL	TM-Line Position Y1 (Retired)	Retired
(0018,6043)	SL	TM-Line Position Y1	
(0018,6044)	US	Pixel Component Organization	
(0018,6046)	UL	Pixel Component Mask	
(0018,6048)	UL	Pixel Component Range Start	
(0018,604A)	UL	Pixel Component Range Stop	
(0018,604C)	US	Pixel Component Physical Units	
(0018,604E)	US	Pixel Component Data Type	
(0018,6050)	UL	Number of Table Break Points	
(0018,6052)	UL	Table of X Break Points	
(0018,6054)	FD	Table of Y Break Points	
(0018,6056)	UL	Number of Table Entries	
(0018,6058)	UL	Table of Pixel Values	
(0018,605A)	FL	Table of Parameter Values	
(0018,6060)	FL	R Wave Time Vector	
(0018,7000)	CS	Detector Conditions Nominal Flag	
(0018,7001)	DS	Detector Temperature	
(0018,7004)	CS	Detector Type	
(0018,7005)	CS	Detector Configuration	
(0018,7006)	LT	Detector Description	
(0018,7008)	LT	Detector Mode	
(0018,700A)	SH	Detector ID	
(0018,700C)	DA	Date of Last Detector Calibration	
(0018,700E)	TM	Time of Last Detector Calibration	
(0018,7010)	IS	Exposures on Detector Since Last Calibration	
(0018,7011)	IS	Exposures on Detector Since Manufactured	
(0018,7012)	DS	Detector Time Since Last Exposure	
(0018,7014)	DS	Detector Active Time	
(0018,7016)	DS	Detector Activation Offset From Exposure	
(0018,701A)	DS	Detector Binning	
(0018,7020)	DS	Detector Element Physical Size	
(0018,7022)	DS	Detector Element Spacing	
(0018,7024)	CS	Detector Active Shape	
(0018,7026)	DS	Detector Active Dimension(s)	
(0018,7028)	DS	Detector Active Origin	
(0018,702A)	LO	Detector Manufacturer Name	
(0018,702B)	LO	Detector Manufacturer's Model Name	
(0018,7030)	DS	Field of View Origin	
(0018,7032)	DS	Field of View Rotation	
(0018,7034)	CS	Field of View Horizontal Flip	
(0018,7036)	FL	Pixel Data Area Origin Relative To FOV	
(0018,7038)	FL	Pixel Data Area Rotation Angle Relative To FOV	
(0018,7040)	LT	Grid Absorbing Material	
(0018,7041)	LT	Grid Spacing Material	
(0018,7042)	DS	Grid Thickness	
(0018,7044)	DS	Grid Pitch	
(0018,7046)	IS	Grid Aspect Ratio	
(0018,7048)	DS	Grid Period	
(0018,704C)	DS	Grid Focal Distance	
(0018,7050)	CS	Filter Material	
(0018,7052)	DS	Filter Thickness Minimum	
(0018,7054)	DS	Filter Thickness Maximum	
(0018,7056)	FL	Filter Beam Path Length Minimum	
(0018,7058)	FL	Filter Beam Path Length Maximum	
(0018,7060)	CS	Exposure Control Mode	
(0018,7062)	LT	Exposure Control Mode Description	
(0018,7064)	CS	Exposure Status	
(0018,7065)	DS	Phototimer Setting	
(0018,8150)	DS	Exposure Time in µS	
(0018,8151)	DS	X-Ray Tube Current in µA	
(0018,9004)	CS	Content Qualification	
(0018,9005)	SH	Pulse Sequence Name	
(0018,9006)	SQ	MR Imaging Modifier Sequence	
(0018,9008)	CS	Echo Pulse Sequence	
(0018,9009)	CS	Inversion Recovery	
(0018,9010)	CS	Flow Compensation	
(0018,9011)	CS	Multiple Spin Echo	
(0018,9012)	CS	Multi-planar Excitation	
(0018,9014)	CS	Phase Contrast	
(0018,9015)	CS	Time of Flight Contrast	
(0018,9016)	CS	Spoiling	
(0018,9017)	CS	Steady State Pulse Sequence	
(0018,9018)	CS	Echo Planar Pulse Sequence	
(0018,9019)	FD	Tag Angle First Axis	
(0018,9020)	CS	Magnetization Transfer	
(0018,9021)	CS	T2 Preparation	
(0018,9022)	CS	Blood Signal Nulling	
(0018,9024)	CS	Saturation Recovery	
(0018,9025)	CS	Spectrally Selected Suppression	
(0018,9026)	CS	Spectrally Selected Excitation	
(0018,9027)	CS	Spatial Pre-saturation	
(0018,9028)	CS	Tagging	
(0018,9029)	CS	Oversampling Phase	
(0018,9030)	FD	Tag Spacing First Dimension	
(0018,9032)	CS	Geometry of k-Space Traversal	
(0018,9033)	CS	Segmented k-Space Traversal	
(0018,9034)	CS	Rectilinear Phase Encode Reordering	
(0018,9035)	FD	Tag Thickness	
(0018,9036)	CS	Partial Fourier Direction	
(0018,9037)	CS	Cardiac Synchronization Technique	
(0018,9041)	LO	Receive Coil Manufacturer Name	
(0018,9042)	SQ	MR Receive Coil Sequence	
(0018,9043)	CS	Receive Coil Type	
(0018,9044)	CS	Quadrature Receive Coil	
(0018,9045)	SQ	Multi-Coil Definition Sequence	
(0018,9046)	LO	Multi-Coil Configuration	
(0018,9047)	SH	Multi-Coil Element Name	
(0018,9048)	CS	Multi-Coil Element Used	
(0018,9049)	SQ	MR Transmit Coil Sequence	
(0018,9050)	LO	Transmit Coil Manufacturer Name	
(0018,9051)	CS	Transmit Coil Type	
(0018,9052)	FD	Spectral Width	
(0018,9053)	FD	Chemical Shift Reference	
(0018,9054)	CS	Volume Localization Technique	
(0018,9058)	US	MR Acquisition Frequency Encoding Steps	
(0018,9059)	CS	De-coupling	
(0018,9060)	CS	De-coupled Nucleus	
(0018,9061)	FD	De-coupling Frequency	
(0018,9062)	CS	De-coupling Method	
(0018,9063)	FD	De-coupling Chemical Shift Reference	
(0018,9064)	CS	k-space Filtering	
(0018,9065)	CS	Time Domain Filtering	
(0018,9066)	US	Number of Zero Fills	
(0018,9067)	CS	Baseline Correction	
(0018,9069)	FD	Parallel Reduction Factor In-plane	
(0018,9070)	FD	Cardiac R-R Interval Specified	
(0018,9073)	FD	Acquisition Duration	
(0018,9074)	DT	Frame Acquisition DateTime	
(0018,9075)	CS	Diffusion Directionality	
(0018,9076)	SQ	Diffusion Gradient Direction Sequence	
(0018,9077)	CS	Parallel Acquisition	
(0018,9078)	CS	Parallel Acquisition Technique	
(0018,9079)	FD	Inversion Times	
(0018,9080)	ST	Metabolite Map Description	
(0018,9081)	CS	Partial Fourier	
(0018,9082)	FD	Effective Echo Time	
(0018,9083)	SQ	Metabolite Map Code Sequence	
(0018,9084)	SQ	Chemical Shift Sequence	
(0018,9085)	CS	Cardiac Signal Source	
(0018,9087)	FD	Diffusion b-value	
(0018,9089)	FD	Diffusion Gradient Orientation	
(0018,9090)	FD	Velocity Encoding Direction	
(0018,9091)	FD	Velocity Encoding Minimum Value	
(0018,9092)	SQ	Velocity Encoding Acquisition Sequence	
(0018,9093)	US	Number of k-Space Trajectories	
(0018,9094)	CS	Coverage of k-Space	
(0018,9095)	UL	Spectroscopy Acquisition Phase Rows	
(0018,9096)	FD	Parallel Reduction Factor In-plane (Retired)	Retired
(0018,9098)	FD	Transmitter Frequency	
(0018,9100)	CS	Resonant Nucleus	
(0018,9101)	CS	Frequency Correction	
(0018,9103)	SQ	MR Spectroscopy FOV/Geometry Sequence	
(0018,9104)	FD	Slab Thickness	
(0018,9105)	FD	Slab Orientation	
(0018,9106)	FD	Mid Slab Position	
(0018,9107)	SQ	MR Spatial Saturation Sequence	
(0018,9112)	SQ	MR Timing and Related Parameters Sequence	
(0018,9114)	SQ	MR Echo Sequence	
(0018,9115)	SQ	MR Modifier Sequence	
(0018,9117)	SQ	MR Diffusion Sequence	
(0018,9118)	SQ	Cardiac Synchronization Sequence	
(0018,9119)	SQ	MR Averages Sequence	
(0018,9125)	SQ	MR FOV/Geometry Sequence	
(0018,9126)	SQ	Volume Localization Sequence	
(0018,9127)	UL	Spectroscopy Acquisition Data Columns	
(0018,9147)	CS	Diffusion Anisotropy Type	
(0018,9151)	DT	Frame Reference DateTime	
(0018,9152)	SQ	MR Metabolite Map Sequence	
(0018,9155)	FD	Parallel Reduction Factor out-of-plane	
(0018,9159)	UL	Spectroscopy Acquisition Out-of-plane Phase Steps	
(0018,9166)	CS	Bulk Motion Status	Retired
(0018,9168)	FD	Parallel Reduction Factor Second In-plane	
(0018,9169)	CS	Cardiac Beat Rejection Technique	
(0018,9170)	CS	Respiratory Motion Compensation Technique	
(0018,9171)	CS	Respiratory Signal Source	
(0018,9172)	CS	Bulk Motion Compensation Technique	
(0018,9173)	CS	Bulk Motion Signal Source	
(0018,9174)	CS	Applicable Safety Standard Agency	
(0018,9175)	LO	Applicable Safety Standard Description	
(0018,9176)	SQ	Operating Mode Sequence	
(0018,9177)	CS	Operating Mode Type	
(0018,9178)	CS	Operating Mode	
(0018,9179)	CS	Specific Absorption Rate Definition	
(0018,9180)	CS	Gradient Output Type	
(0018,9181)	FD	Specific Absorption Rate Value	
(0018,9182)	FD	Gradient Output	
(0018,9183)	CS	Flow Compensation Direction	
(0018,9184)	FD	Tagging Delay	
(0018,9185)	ST	Respiratory Motion Compensation Technique Description	
(0018,9186)	SH	Respiratory Signal Source ID	
(0018,9195)	FD	Chemical Shift Minimum Integration Limit in Hz	Retired
(0018,9196)	FD	Chemical Shift Maximum Integration Limit in Hz	Retired
(0018,9197)	SQ	MR Velocity Encoding Sequence	
(0018,9198)	CS	First Order Phase Correction	
(0018,9199)	CS	Water Referenced Phase Correction	
(0018,9200)	CS	MR Spectroscopy Acquisition Type	
(0018,9214)	CS	Respiratory Cycle Position	
(0018,9217)	FD	Velocity Encoding Maximum Value	
(0018,9218)	FD	Tag Spacing Second Dimension	
(0018,9219)	SS	Tag Angle Second Axis	
(0018,9220)	FD	Frame Acquisition Duration	
(0018,9226)	SQ	MR Image Frame Type Sequence	
(0018,9227)	SQ	MR Spectroscopy Frame Type Sequence	
(0018,9231)	US	MR Acquisition Phase Encoding Steps in-plane	
(0018,9232)	US	MR Acquisition Phase Encoding Steps out-of-plane	
(0018,9234)	UL	Spectroscopy Acquisition Phase Columns	
(0018,9236)	CS	Cardiac Cycle Position	
(0018,9239)	SQ	Specific Absorption Rate Sequence	
(0018,9240)	US	RF Echo Train Length	
(0018,9241)	US	Gradient Echo Train Length	
(0018,9250)	CS	Arterial Spin Labeling Contrast	
(0018,9251)	SQ	MR Arterial Spin Labeling Sequence	
(0018,9252)	LO	ASL Technique Description	
(0018,9253)	US	ASL Slab Number	
(0018,9254)	FD	ASL Slab Thickness	
(0018,9255)	FD	ASL Slab Orientation	
(0018,9256)	FD	ASL Mid Slab Position	
(0018,9257)	CS	ASL Context	
(0018,9258)	UL	ASL Pulse Train Duration	
(0018,9259)	CS	ASL Crusher Flag	
(0018,925A)	FD	ASL Crusher Flow Limit	
(0018,925B)	LO	ASL Crusher Description	
(0018,925C)	CS	ASL Bolus Cut-off Flag	
(0018,925D)	SQ	ASL Bolus Cut-off Timing Sequence	
(0018,925E)	LO	ASL Bolus Cut-off Technique	
(0018,925F)	UL	ASL Bolus Cut-off Delay Time	
(0018,9260)	SQ	ASL Slab Sequence	
(0018,9295)	FD	Chemical Shift Minimum Integration Limit in ppm	
(0018,9296)	FD	Chemical Shift Maximum Integration Limit in ppm	
(0018,9297)	CS	Water Reference Acquisition	
(0018,9298)	IS	Echo Peak Position	
(0018,9301)	SQ	CT Acquisition Type Sequence	
(0018,9302)	CS	Acquisition Type	
(0018,9303)	FD	Tube Angle	
(0018,9304)	SQ	CT Acquisition Details Sequence	
(0018,9305)	FD	Revolution Time	
(0018,9306)	FD	Single Collimation Width	
(0018,9307)	FD	Total Collimation Width	
(0018,9308)	SQ	CT Table Dynamics Sequence	
(0018,9309)	FD	Table Speed	
(0018,9310)	FD	Table Feed per Rotation	
(0018,9311)	FD	Spiral Pitch Factor	
(0018,9312)	SQ	CT Geometry Sequence	
(0018,9313)	FD	Data Collection Center (Patient)	
(0018,9314)	SQ	CT Reconstruction Sequence	
(0018,9315)	CS	Reconstruction Algorithm	
(0018,9316)	CS	Convolution Kernel Group	
(0018,9317)	FD	Reconstruction Field of View	
(0018,9318)	FD	Reconstruction Target Center (Patient)	
(0018,9319)	FD	Reconstruction Angle	
(0018,9320)	SH	Image Filter	
(0018,9321)	SQ	CT Exposure Sequence	
(0018,9322)	FD	Reconstruction Pixel Spacing	
(0018,9323)	CS	Exposure Modulation Type	
(0018,9324)	FD	Estimated Dose Saving	
(0018,9325)	SQ	CT X-Ray Details Sequence	
(0018,9326)	SQ	CT Position Sequence	
(0018,9327)	FD	Table Position	
(0018,9328)	FD	Exposure Time in ms	
(0018,9329)	SQ	CT Image Frame Type Sequence	
(0018,9330)	FD	X-Ray Tube Current in mA	
(0018,9332)	FD	Exposure in mAs	
(0018,9333)	CS	Constant Volume Flag	
(0018,9334)	CS	Fluoroscopy Flag	
(0018,9335)	FD	Distance Source to Data Collection Center	
(0018,9337)	US	Contrast/Bolus Agent Number	
(0018,9338)	SQ	Contrast/Bolus Ingredient Code Sequence	
(0018,9340)	SQ	Contrast Administration Profile Sequence	
(0018,9341)	SQ	Contrast/Bolus Usage Sequence	
(0018,9342)	CS	Contrast/Bolus Agent Administered	
(0018,9343)	CS	Contrast/Bolus Agent Detected	
(0018,9344)	CS	Contrast/Bolus Agent Phase	
(0018,9345)	FD	CTDIvol	
(0018,9346)	SQ	CTDI Phantom Type Code Sequence	
(0018,9351)	FL	Calcium Scoring Mass Factor Patient	
(0018,9352)	FL	Calcium Scoring Mass Factor Device	
(0018,9353)	FL	Energy Weighting Factor	
(0018,9360)	SQ	CT Additional X-Ray Source Sequence	
(0018,9401)	SQ	Projection Pixel Calibration Sequence	
(0018,9402)	FL	Distance Source to Isocenter	
(0018,9403)	FL	Distance Object to Table Top	
(0018,9404)	FL	Object Pixel Spacing in Center of Beam	
(0018,9405)	SQ	Positioner Position Sequence	
(0018,9406)	SQ	Table Position Sequence	
(0018,9407)	SQ	Collimator Shape Sequence	
(0018,9410)	CS	Planes in Acquisition	
(0018,9412)	SQ	XA/XRF Frame Characteristics Sequence	
(0018,9417)	SQ	Frame Acquisition Sequence	
(0018,9420)	CS	X-Ray Receptor Type	
(0018,9423)	LO	Acquisition Protocol Name	
(0018,9424)	LT	Acquisition Protocol Description	
(0018,9425)	CS	Contrast/Bolus Ingredient Opaque	
(0018,9426)	FL	Distance Receptor Plane to Detector Housing	
(0018,9427)	CS	Intensifier Active Shape	
(0018,9428)	FL	Intensifier Active Dimension(s)	
(0018,9429)	FL	Physical Detector Size	
(0018,9430)	FL	Position of Isocenter Projection	
(0018,9432)	SQ	Field of View Sequence	
(0018,9433)	LO	Field of View Description	
(0018,9434)	SQ	Exposure Control Sensing Regions Sequence	
(0018,9435)	CS	Exposure Control Sensing Region Shape	
(0018,9436)	SS	Exposure Control Sensing Region Left Vertical Edge	
(0018,9437)	SS	Exposure Control Sensing Region Right Vertical Edge	
(0018,9438)	SS	Exposure Control Sensing Region Upper Horizontal Edge	
(0018,9439)	SS	Exposure Control Sensing Region Lower Horizontal Edge	
(0018,9440)	SS	Center of Circular Exposure Control Sensing Region	
(0018,9441)	US	Radius of Circular Exposure Control Sensing Region	
(0018,9442)	SS	Vertices of the Polygonal Exposure Control Sensing Region	
(0018,9445)			Retired
(0018,9447)	FL	Column Angulation (Patient)	
(0018,9449)	FL	Beam Angle	
(0018,9451)	SQ	Frame Detector Parameters Sequence	
(0018,9452)	FL	Calculated Anatomy Thickness	
(0018,9455)	SQ	Calibration Sequence	
(0018,9456)	SQ	Object Thickness Sequence	
(0018,9457)	CS	Plane Identification	
(0018,9461)	FL	Field of View Dimension(s) in Float	
(0018,9462)	SQ	Isocenter Reference System Sequence	
(0018,9463)	FL	Positioner Isocenter Primary Angle	
(0018,9464)	FL	Positioner Isocenter Secondary Angle	
(0018,9465)	FL	Positioner Isocenter Detector Rotation Angle	
(0018,9466)	FL	Table X Position to Isocenter	
(0018,9467)	FL	Table Y Position to Isocenter	
(0018,9468)	FL	Table Z Position to Isocenter	
(0018,9469)	FL	Table Horizontal Rotation Angle	
(0018,9470)	FL	Table Head Tilt Angle	
(0018,9471)	FL	Table Cradle Tilt Angle	
(0018,9472)	SQ	Frame Display Shutter Sequence	
(0018,9473)	FL	Acquired Image Area Dose Product	
(0018,9474)	CS	C-arm Positioner Tabletop Relationship	
(0018,9476)	SQ	X-Ray Geometry Sequence	
(0018,9477)	SQ	Irradiation Event Identification Sequence	
(0018,9504)	SQ	X-Ray 3D Frame Type Sequence	
(0018,9506)	SQ	Contributing Sources Sequence	
(0018,9507)	SQ	X-Ray 3D Acquisition Sequence	
(0018,9508)	FL	Primary Positioner Scan Arc	
(0018,9509)	FL	Secondary Positioner Scan Arc	
(0018,9510)	FL	Primary Positioner Scan Start Angle	
(0018,9511)	FL	Secondary Positioner Scan Start Angle	
(0018,9514)	FL	Primary Positioner Increment	
(0018,9515)	FL	Secondary Positioner Increment	
(0018,9516)	DT	Start Acquisition DateTime	
(0018,9517)	DT	End Acquisition DateTime	
(0018,9518)	SS	Primary Positioner Increment Sign	
(0018,9519)	SS	Secondary Positioner Increment Sign	
(0018,9524)	LO	Application Name	
(0018,9525)	LO	Application Version	
(0018,9526)	LO	Application Manufacturer	
(0018,9527)	CS	Algorithm Type	
(0018,9528)	LO	Algorithm Description	
(0018,9530)	SQ	X-Ray 3D Reconstruction Sequence	
(0018,9531)	LO	Reconstruction Description	
(0018,9538)	SQ	Per Projection Acquisition Sequence	
(0018,9541)	SQ	Detector Position Sequence	
(0018,9542)	SQ	X-Ray Acquisition Dose Sequence	
(0018,9543)	FD	X-Ray Source Isocenter Primary Angle	
(0018,9544)	FD	X-Ray Source Isocenter Secondary Angle	
(0018,9545)	FD	Breast Support Isocenter Primary Angle	
(0018,9546)	FD	Breast Support Isocenter Secondary Angle	
(0018,9547)	FD	Breast Support X Position to Isocenter	
(0018,9548)	FD	Breast Support Y Position to Isocenter	
(0018,9549)	FD	Breast Support Z Position to Isocenter	
(0018,9550)	FD	Detector Isocenter Primary Angle	
(0018,9551)	FD	Detector Isocenter Secondary Angle	
(0018,9552)	FD	Detector X Position to Isocenter	
(0018,9553)	FD	Detector Y Position to Isocenter	
(0018,9554)	FD	Detector Z Position to Isocenter	
(0018,9555)	SQ	X-Ray Grid Sequence	
(0018,9556)	SQ	X-Ray Filter Sequence	
(0018,9557)	FD	Detector Active Area TLHC Position	
(0018,9558)	FD	Detector Active Area Orientation	
(0018,9559)	CS	Positioner Primary Angle Direction	
(0018,9601)	SQ	Diffusion b-matrix Sequence	
(0018,9602)	FD	Diffusion b-value XX	
(0018,9603)	FD	Diffusion b-value XY	
(0018,9604)	FD	Diffusion b-value XZ	
(0018,9605)	FD	Diffusion b-value YY	
(0018,9606)	FD	Diffusion b-value YZ	
